3815,5-49,5,"wan	said	eez;	wan	han","one	side	ears	one	hand","one ear; one hand"
3816,6-30,6,"a	foot","DET	foot","a foot"
3817,7-75,7,"a	nooz	hool","INDF	nose	hole","a nostril"
3818,8-42,8,"Mi	fut	de	hat	mi.","1SG	foot	PROG	hurt	1SG","My leg hurts."
3819,8-43,8,"Di	yai	kudn	shet.","DET	eye	MOD	shut","The eye could not be closed."
3820,9-53,9,"Di	leydi	me	de	waʧ	a	wid	wan	sayd	a	i	ayz.","the	lady	ANT	PROG	watch	him	with	one	side	of	her	eyes","The lady was watching him sideways."
3821,9-54,9,"(ʃaak)	i	bayt	wan	howl	piys	ina	i	fut.","(shark)	3SG	bite	a	whole	piece	in	his	leg","(The shark), it bit a piece of his leg (calf in this case)."
3822,10-54,10,"An	ihn	tek	di	han	an	baks	aaf	ihn	hed	rait	aaf.","and	3SG	take	ART.DEF	hand	and	box	off	3SG.POSS	head	right	off","And he took his hand and boxed her head right off."
3823,10-55,10,"Mama,	mama,	mi	han	taiad!","mother	mother	1SG.POSS	hand	tired","Mother, mother, my hands are tired!"
3824,10-56,10,"wan	leg;	wan	fut;	wan	han;	wan	iaz;	wan	ai;	wan	nuoshuol","ART.INDF	leg	ART.INDF	foot	ART.INDF	hand	ART.INDF	ear	ART.INDF	eye	ART.INDF	nostril","a leg; a foot; a hand; an ear; an eye; a nostril"
3825,10-57,10,"Mi	gat	wan	gud	han.","1SG	get	one	good	hand.","I have only one good hand left (because the other one is broken)."
3826,11-62,11,"Dei	chop	aaf	den	han	or	dei	get	ded.","3PL	chop	off	3PL.POSS	hand	or	3PL	get	dead","They chop off their hand/hands or they get themselves killed."
3827,11-63,11,"wan	fut","ART.INDF	foot","a foot/leg"
3828,11-64,11,"wan	han","ART.INDF	hand","a hand/arm"
3829,11-65,11,"wan	yai","ART.INDF	eye","an eye"
3830,11-66,11,"wan	nuoz	huol","ART.INDF	nose	hole","a nostril"
3831,12-54,12,"[...]	the	hole	in	my	leg	-	toe	[...].","[...]	the	hole	in	my	leg	 	toe	[...]","[And I got stuck] [...] [and I saw] the hole in my leg - [in my] toe, you see."
3832,13-47,13,"dey	broke	e	leg.","3PL.SBJ	broke	3SG	leg","They broke his leg. (Jn 19.32)"
3833,14-33,14,leg,leg,"one leg"
3834,14-34,14,ear,ear,"one ear"
3835,14-35,14,eye,eye,eye
3836,15-45,15,"fut,	yes,	yay","leg/foot	ear	eye","leg, ear, eye"
3837,16-41,16,"à	tai	sɔm	smɔ	rop	fɔ	ìn	lɛg","1SG	tie	ART	small	rope	for	3SG.POSS	leg","I tied a small rope to its leg."
3838,17-42,17,"Ìm	tek	nayf	chuk	mì	fò̱r	ay.","3SG.SBJ	take.INS	knife	pierce	1SG.OBJ	PREP	eye","S/he stabbed me in the eye(s) with a knife."
3839,17-43,17,"Ìm	tek	nayf	chuk	mì	fò̱r	wo̱n	ay.","3SG.SBJ	take.INS	knife	pierce	1SG.OBJ	PREP	one	eye","S/he stabbed me in one/an eye with a knife."
3840,18-42,18,"wan	ai,	wan	fingga,	wan	han,	wan	fut","one	eye	one	finger	one	hand	one	foot","eye, finger, hand/arm/sleeve, foot/leg/trouser leg"
3841,19-47,19,"han;	fut;	yes;	yayf","hand/arm	foot/leg	ear	eye","hand/arm; foot/leg; ear; eye"
3842,20-36,20,"Mutton	leg	sellum	two	macee	eight	candareen	one	catty.","mutton	leg	sell	two	mace	eight	candareen	one	catty","Mutton leg sells two mace eight candareens a catty."
3843,21-36,21,"a	leg;	an	ear;	an	eye","DET	leg	DET	ear	DET	eye","a leg; an ear; an eye"
3844,22-55,22,"Lek	bilong-en	pen.","leg	POSS-3SG	pain","His leg hurt."
3845,23-55,23,"mi	luk	han	blong	Linda	i	nogud	we","1SG	look	hand	POSS	Linda	AGR	no.good	COMP","I saw Linda's arm, it looks awful."
3846,25-159,25,"Hi	nomo	faind-im	broken	leg,	nathing,	bon	bin	kam	[...]	beta,	hil-ap.","3SG	NEG	find-TR	broken	leg	nothing	bone	PST	come	[...]	better	heal-up","He didn’t find a broken leg any more, the bone had gotten better, it had healed. (Doctor in later consultation of a patient with a broken leg.)"
3847,25-160,25,"Put-im	theya	la	bingga,	jurruny.","put-TR	there	LOC	finger/hand	hand","[They got hot sand and they] put it on my hand [to cure an insect bite]."
3848,26-34,26,"ju	get	big	hæn","2SG	POSS	big	hand","You've got big hands."
3849,26-35,26,"wan	hæn","one	hand","one hand"
3850,26-36,26,"mai	ɹaiʔ	hæn","1SG.POSS	right	hand","my right hand"
3851,27-30,27,"Di	estə	ēn	ham	a	ha	ēn	hogo.","DET	first	one	3SG	PST	have	one	eye","The first one had one eye."
3852,28-56,28,"ʃi	bwa	wa	bigin-tɛ	riʃi","3SG.POSS	leg	PST	begin-PFV	swell","His leg had begun to swell."
3853,28-57,28,"di	en	bara	moi	ka","the	one	arm/hand	good	NEG","His one hand is not good."
3854,29-44,29,"arm,	oog,	oor","arm	eye	ear","arm, eye, ear"
3855,30-62,30,"Algen	ki=ten	un=odju	ségu	ê	kololu.","somebody	COMP=have	one=eye	blind	be	kololu","Somebody who is blind on one eye is called ""kololu""."
3856,31-64,31,"N	ta	sufri	di	rimatismu,	na	pe	ma	na	mon.","I	ASP	suffer	from	rheumatism	on	foot	and	on	hand","I suffer from rheumatism, on my feet and hands."
3857,32-38,32,"ói/	un	ói,	uvid/	un	uvid","eyes/	one	eye	ears/	one	ear","eyes/ one eye, ears/ one ear"
3858,33-54,33,"nha	mon","1SG.POSS	hand","my hand/ my hands"
3859,33-55,33,"nha	mon-s","1SG.POSS	hand-PL","my hands"
3860,34-42,34,"moŋ,	pe,	wuju,	woreja","hand/arm	foot/leg	eye	ear","a hand / an arm, a foot/leg, an eye, an ear"
3861,35-63,35,"ũa	mon","one	hand","one hand OR: a hand"
3862,36-38,36,"ũa	mo","one	hand","one hand"
3863,37-42,37,"uman	ũa","hand	one","one hand"
3864,38-47,38,"básu",upper.arm,"upper arm"
3865,38-48,38,"wan	básu","one	upper.arm","one upper arm"
3866,39-60,39,"Amər-o	pɛ	də-ikəl	<lion>.","bind-PST	foot/leg	of-DEM	lion","(X) bound the leg(s) of the lion."
3867,39-61,39,"Nɔs	tə	kum-e	ku	mãw.","1PL	IPFV.NPST	eat-INF	INS	hand/arm","We are eating with our hand(s)."
3868,39-62,39,"Fal	nə	nə	uvid.","speak.NPST	REQ	LOC	ear","Speak into (my) ear."
3869,40-37,40,"ol;	oʋid;	pɛ;	mãʋ","eye	ear	foot/leg	hand/arm","eye(s); ear(s); foot/feet / leg(s); hand(s) / arm(s)"
3870,42-46,42,"ńgua	perna","one	leg","a leg"
3871,44-54,44,"un	pies","a	foot","a foot"
3872,44-55,44,"un	máno","a	hand","a hand"
3873,45-46,45,"Tiene	un	lunal	na	orejas	de	mi	papa.","EXIST	INDF	mole	LOC	ear	of	my	father","There is a mole in my father's ear."
3874,46-62,46,"Kórto	el	pyérna	déste	ómbre.","short	the	leg	of.this	man","The leg(s) of this man are short."
3875,47-56,47,"un	wowo;	un	oreya","INDF	eye	INDF	ear","an eye; an ear"
3876,48-42,48,oho,eye,eye
3877,48-43,48,pie,foot,foot
3878,49-71,49,"Grenn	zye	w	i	ye.","unit	eye	2SG.POSS	3SG	PRO","It's your eye."
3879,49-72,49,"gwo	grenn	zye","big	unit	eye","big eye"
3880,49-73,49,"de	zye	ou","two	eye	2SG","your two eyes"
3881,49-74,49,"nannan	zye	a","pupil	eye	DEF","the pupil of the eye"
3882,49-75,49,"Janm	mwen	ap	fè	m	mal.","leg	1SG.POSS	INACC	make	3SG	bad","My leg hurts."
3883,50-47,50,"on	bra","one	arm","an/one arm"
3884,51-46,51,"an	bra","INDF	arm","an/one arm"
3885,52-32,52,"pyé,	bra,	zorey","leg	arm	ear","leg, arm, ear"
3886,53-96,53,"Mom	te	rache	l	klou	dan	to	pye.","Mom	PST	pull.out	ART.DEF	nail	from	2SG.POSS	foot","Mom would pull the nail out of your foot."
3887,54-59,54,"Mi	pran	en	kote	lë	ba,	en	kote	soulye,	tout	kote	le	ba.","1SG.FIN	take	INDF	side	DEF.SG	sock	INDF	side	shoe	all	side	DEF.PL	sock","I take one sock, one shoe, both socks."
3888,54-60,54,"mon	kote	d	zorey,	mon	de	zorey","POSS.1SG	side	of	ear	POSS.1SG	two	ear","my ear, my ears"
3889,54-61,54,"son	soulye,	en	soulye	gran	talon","POSS.3SG	shoe	INDF	shoe	big	heel","his/her shoe, a shoe with high heel"
3890,55-50,55,"en	kote	lizye	fer	mal","one	side	eye	make	bad","One eye is paining."
3891,55-218,55,"li'nn	perdi	enn	so	lizye","3SG.COMPL	lose	one	3SG.POSS	eye","s/he has lost the use of one eye"
3892,56-64,56,"en	kote	lipye","a/one	side	leg","one leg"
3893,56-65,56,"Met	en	kote	lipye	devan.","put	one	side	foot	forward","Put one foot forward."
3894,56-66,56,"Si	ou	met	lipye	lo	la	ou'n	antre	dan	son	kan	ou	pa	a	sorti.","if	2SG	put	foot	on	there	2SG=PRF	enter	in	3SG.POSS	field	2SG	NEG	FUT	get.out","If you step on it [a kind of grain], if you go into the field, you will not get out of it."
3895,57-34,57,"na	a	pje	selma	pu	lja","EXIST	NUM	foot	only	POSS	3SG","He has only one foot."
3896,58-36,58,"di-kulu,	ma-kulu","CL5-leg	CL6-leg","leg, legs"
3897,58-37,58,"di-kutu,	ma-kutu","CL5-ear	CL6-ear","ear, ears"
3898,59-93,59,"lo	kpo	le	ti	lo	oko","3SG	pierce	eye	of	3SG	one","He pierced him in one eye. OR: He pierced one of his eyes."
3899,59-94,59,"lo	mu	zembe	na	maboko	ti	lo.","3SG	take	knife	PREP	hand	of	3SG","He took a knife in his hand."
3900,60-40,60,"lo-kolo;	ma-kolo","CLF.SG-leg	CLF.PL-leg","leg; legs"
3901,61-125,61,"muye	mlenze","one	leg","one leg"
3902,61-126,61,"muye	mehlo","one	eye","one eye"
3903,62-24,62,"i-'ilá,	ma-'ilá","5-eye	6-eye","eye, eyes"
3904,63-47,63,"íta	kut	fi	ída","2SG	put	in	hand","You put [the salt] in your hand."
3905,63-48,63,"úwo	dákul	ída	fi	jéba","3SG	enter	hand	in	pocket","He put [his] hand in [his] pocket."
3906,64-54,64,"ida;	idén","hand	hands","hand; two hands, hands"
3907,65-50,65,"A	belyj	smatri	-	kasoj	glaza	u	liudi	-	eto	siorano	sabaka.","and	white	look	 	squint	eye	at	person	 	this	all.equal	dog","As for a white person [for him] a person with squint eyes is just a dog."
3908,66-128,66,tangang,arm,"an arm"
3909,67-66,67,"Anjing,	dia	gigit	sama	dia	punya	tangan	ah.","dog	3SG	bite	with	3SG	POSS	hand	PCL","The dog bit his hand."
3910,68-42,68,"satu	(bua)	kaki","one	(CLF)	foot/leg","one foot/leg"
3911,70-33,70,"Am	kali	pip	karo	amara	aki	uske	banduk.","1SG	only	peep	do	my	eye	3SG.POSS	gun","I just peeped with my eyes at his gun"
3912,70-34,70,"Kitna	sapa	i-loŋ	ke	hat.","how	smooth	3SG.PROX-PL	POSS	hand","How smooth their hands/arms are."
3913,71-52,71,"Henry	makana	iaia	akahi	dala	paa	ma	kela	lima	ka	Pake.","Henry	give	3SG	one	dollar	held	LOC	DET	hand	DEF	Chinese","Henry gave him a dollar held in the hand of a Chinese."
3914,72-53,72,"Dat	jinek-tu	im	bait-im	marluka	leg-ta.","the	snake-ERG	3SG	bite-TR	old.man	leg-LOC","The snake, it bites the old man on the leg."
3915,73-39,73,mano,hand,"hand, a hand"
3916,76-38,76,"aipaña	kammik	navik'ta","second	boot	broken","The other boot is torn."
3917,1-82,1,"Den	dron	no	klari	ete	unu	sabi	taki	no-wan	soma	ben	prei	nanga	da	dron	na	neigi	mun	ten.","DET.PL	drum	NEG	ready	yet	2PL	know	say	no-one	person	PST	play	with	DET.SG	drum	LOC	nine	moon	time","The drums are not ready yet, you know that no one has played on the drum in nine months time."
3918,1-83,1,"Masra	wan	kofi	pranasi	a	abi	feifi	ten	tin	soma	na	firi	da	gron	no	musu	moro	bigi	leki	wan	hondru	na	feifi	ten	tin	akkers.","master	INDF.SG	coffee	plantation	3SG.SBJ	have	five	time	ten	person	LOC	field	DET.SG	ground	NEG	must	more	big	like	one	hundred	at	five	time	ten	acre","Master, when a coffee plantation has fifty blacks in the field, the land should not be bigger than 150 acres."
3919,2-62,2,"Den	ten	disi	a	son	e	faya.","the.PL	time	DEM	DET	sun	IPFV	hot","These days the sun is hot."
3920,2-63,2,"Ma	dan	fa	a	sani	dati	du	kon	dan	eigenlijk	dan.","but	then	how	DET	thing	DEM	do	become	then	properly	then","But how did that actually happen?"
3921,3-33,3,"di	buku;	di	buku	aki","DEF.SG	book	DEF.SG	book	here","the book; this book"
3922,4-44,4,"a	osu;	a	osu	ya/de","DET.SG	house	DET.SG	house	here/there","the house; this/that house"
3923,5-50,5,"wai	dem	kyaan	go	in	di	bangk	an	jraa	monii?","why	they	can't	go	in	DEF.ART	bank	and	draw	money","Why can't they go in the bank and withdraw money?"
3924,5-51,5,"wel	a	da!	a	da	wa	mii	se!","well	it's	DEM	it's	DEM	what	I	say","Well that's it! That's what I say!"
3925,6-31,6,"Shi	see	de	man	we	give	shi	de	book.","she	see	DET	man	REL	give	she	DET	book","She saw the man who had given her the book."
3926,7-76,7,"i/di	bwai","ART	boy","the boy"
3927,7-77,7,"dis/da	bwai","DEM	boy","this boy / that boy"
3928,7-78,7,"Di	man	hu	∅	bil	da	hous	de	duhn	ded.","ART	man	REL	∅	build	DEM	house	there	COMPL	dead","The man who built that house is dead."
3929,8-44,8,"Dis	bwai	ago	mek	mi	sin	miself.","DEM	boy	FUT	make	1SG	sin	1SG.REFL","This boy is going to make me lose it (i.e. my cool)."
3930,8-45,8,"Di	bwai	mek	mi	staat	kos	badwod.","DET	boy	make	1SG	start	curse	bad.word","The boy caused me to start swearing."
3931,9-55,9,"wey	bak	ina	di	bush","way	back	in	the	bush","way back in the bush"
3932,9-56,9,"di	bɛs	rowp","the	best	rope","the best rope"
3933,9-57,9,"Hi	de	se	di	preya.","she	PROG	say	the	prayer","She is saying the prayer."
3934,9-62,9,"Yu	wuda	sit	dawn	de	an	trai	taym	wɛn	da	krab	wuda	kum	owt	di	howl.","2SG	HAB	sit	down	there	and	try	time	when	that	crab	would	come	out	the	hole","You sit there and wait until the crab comes out of its hole."
3935,10-58,10,"Di	man	lisn	gud.","ART.DEF	man	listen	good","The man listened carefully."
3936,10-59,10,"da	man","DEM	man","that man"
3937,10-60,10,"Dis	uman	liv	da	ihn	hous.","DEM	woman	live	at	3SG.POSS	house","This woman lived at his house."
3938,10-61,10,"Beda	Taiga	disaid	fi	go	iin	de	da	di	daata	now	bot	no	nuo	how	fi	sing	di	song.","Brother	Tiger	decide	COMP	go	in	DEM.LOC	at	ART.DEF	daughter	now	but	NEG	know	how	COMP	sing	ART.DEF	song","Brother Tiger decided to go into the house where the daughter was but he didn't know how to sing the song."
3939,11-67,11,"If	dis	ting	woz	wel	regyuleet-ed	wid	di	workshop,	wid	di	diplomado,	di	tiicha	dem	wud	stop	rait	de.","if	DEM	thing	COP.PST	well	regulate-PTCP	with	ART.DEF	workshop	with	ART.DEF	diplomado	ART.DEF	teacher	PL	would	stop	right	DEM.LOC","If this thing was well coordinated with the workshop and with the degree, the teachers would stay right there."
3940,12-55,12,"I	from	the	north	[...]","I	from	DEF	north	[...]","I’m from the north (of a particular Out Island) [...]"
3941,12-56,12,"[...]	the	first	time	[...].","[...]	DEF	first	time	[...]","[...] the first time [I went away] [...]."
3942,12-57,12,"[...]	he	see	this	[...]	this	martial	law.","[...]	he	see	DEM	[...]	DEM	martial	law","[And when he (i.e. the Duke of Windsor) came back and] saw this - he didn't believe in martial law."
3943,13-48,13,"de	crop","DEF	crop","the crop"
3944,13-49,13,"dat	hall","DEM.DIST	hall","that hall"
3945,14-36,14,"You	won't	even	take	the	trash	out.","you	won't	even	take	the	trash	out","You won't even take the trash out."
3946,14-37,14,"That	snake	done	bit	me	again.","that	snake	COMPL	bite.PST	me	again","That snake has bitten me again."
3947,15-46,15,"di;	dis/dat","ART	DEM","the; this/that"
3948,16-42,16,"dɛ	tin	we	ì	dè	wɔri	in	dis	àua	zɔŋgo","DEF.ART	thing	COMP	3SG	HAB	worry	in	DEM	1PL.POSS	zongo","the thing that worries (us) in our immigrant quarter"
3949,17-44,17,nyam,yam,"the/a/some yam(s)"
3950,17-45,17,"dì	nyam","ART.DEF	yam","the yam"
3951,19-48,19,"Udat	tif?	Tɛl	mi	dì	nem!","who	steal	tell	1SG.EMPH	DEF	name","Who stole (something)? Tell me the name (of the person)?"
3952,20-37,20,"That	clock	hap	stop.","DET	clock	PFV	stop","The clock has stopped."
3953,23-56,23,"haos	ia	longwe	i	bigwan	moa","house	DEF	there	AGR	big	more","That/The house over there is bigger [than the one I’m talking about]."
3954,23-57,23,"long	ples	ia	oli	putum	wan	samting	[...]","LOC	place	DEF	AGR	put	INDF	something	[...]","They put something here (in this place) [...]."
3955,23-58,23,"mifala	i	stap	talem	wan	gel	ia	hem	i	bin	bon	long	faea","1PL.EXCL	AGR	PROG	tell	INDF	girl	DEF	3SG	AGR	ANT	burn	LOC	fire","We're talking about this girl who was burnt in a fire."
3956,24-60,24,"Wataim	aa	shep	(kamen)?","what.time	ART.DEF	ship	(come.CONT)","When will the ship arrive?"
3957,24-61,24,"Hetta/hettieh	daa/dar	poem.","voila	ART.DEF	poem","Here is the poem."
3958,24-62,24,"Daa	taeksi	kamen	suun.","ART.DEF	taxi	come.CONT	soon","The taxi will be coming soon."
3959,24-63,24,"em/dem	letel	salan","DET.DEF.PL	little	people","the little children"
3960,25-161,25,"M	lib	la	keib,	det	larrpburniny.","3SG	live	LOC	cave	DEM	wallaby","It lives in caves, the wallaby."
3961,25-162,25,"Im	smel-im	thet	bif.","3SG	smell-TR	DEM	meat/beef","He smells the meat."
3962,25-163,25,"Dijan	iya	im	mukarra	tri.	Thad	lif	pat	bla	mukarra,	im	gud-wan	bla	so.","PROX:ADJ	here	3SG	river.pandanus	tree	DEM	leaf	part	DAT/POSS	river.pandanus	3SG	good-ADJ	DAT/POSS	sore","This here is a river pandanus. The leaf of the river pandanus is good for sores."
3963,25-164,25,"Wal	jad	lilboi	im=in	reken	frog	bin	lik-im-bat	feis	en	pul-um-bat	heya.","well	DEM	little.boy	3SG=PST	think/say	frog	PST	lick-TR-PROG	face	and	pull-TR-PROG	hair","Well that little boy said/thought that the frog licked his face and pulled his hair."
3964,25-165,25,"Thet	min	im=in	goap	mo	haya.","DEM	mean	3SG=PST	go.up	more	higher","That means he climbed up higher."
3965,25-166,25,"Im=in	oldei	tel-im	mi	“giv-it	bek	langa	im	thet	taka	blanga	im,	yu	bin	takat	naf,	giv-it	bek	la	thet	beibi"".","3SG=PST	always	tell-TR	1SG	give-TR	back	LOC	3SG	DEM	tucker	DAT/POSS	3SG	2SG	PST	eat	enough	give-TR	back	LOC	DEM	baby","She used to say to me ""give it back to her, that food of hers, you have eaten enough, give it back to the baby""."
3966,25-167,25,"Im=in	giv-it	thet	K.	langa	mai	bratha.","3SG=PST	give-TR	DEM	K.	LOC	1SG.POSS	brother","He gave K. to my brother (in marriage)."
3967,25-168,25,"Dijan	longtaim	la	fam	en	wi	bin	ab-um	ol	fam	dea	langa	lolebul.	Dijan	la	Katharrain	en	mai	fatha	yusta	wek	dea	blanga	dat	men.	Im=in	-	dat	men	im=in	neim	ol	Jim.","PROX:ADJ	long.ago	LOC	farm	and	1SG	PST	have-TR	old	farm	there	LOC	Low.Level	PROX:ADJ	LOC	Katherine	and	1SG.POSS	father	HAB	work	there	DAT/POSS	DEM	man	3SG=PST	 	DEM	man	3SG=PST	name	old	Jim","This was long ago on a farm and we had an old farm there at Low Level (Crossing). This was in Katherine, and my father used to work there for that man. He- that man, his name was Old Jim. OR: This happened a long time ago on a farm. There was this old farm at the Low Level at Katherine and my father used to work there for a man named Jim. (Orig. Transl.)"
3968,25-169,25,"Mi	thad	fes	pesin	bin	gaji	fish	ba	alabat.","1SG	EQ.COP	first	person	PST	get:TR	fish	DAT/POSS	3PL","I was the first person who caught a fish for everyone."
3969,27-31,27,"Di	difman	sini	a	kuri	stā	sin	hus	mi	sin	jit.	Di	noli	a	hōpō	di	dō.","DET	thief	3PL	PST	run	leave	3PL	house	with	3PL	food	DET	donkey	PST	open	DET	door","The thieves ran away from their house and their food. The donkey opened the door."
3970,28-58,28,"di	tau	biti-tɛ	ʃi	fingri	an	o	doto-tɛ","the	snake	bite-PFV	3SG.POSS	finger	and	3SG	die-PFV","The snake bit his finger and he died."
3971,29-45,29,"die	vs.	hierdie;	daardie	vs.	dié","DEF.ART	vs.	PROX.DEM	DIST.DEM	vs.	PROX.DEM","the vs. this/these; that/those vs. this/these"
3972,30-63,30,"Nha-Tiu,	grexa	nobu	ta=nagurá-du	oxi.","My-Uncle	church	new	IPFV=inaugurate-PASS	today","My Uncle, the new church will be inaugurated today."
3973,30-64,30,"Ten-ba	un=ómi	propetári	riku	ki=ta=morá-ba	la	na=rubera	di=Njenhu.	Kel=ómi	li	si=nómi	éra	Zé	Manel,	el=éra	[...].","have-ANT	a=man	owner	rich	COMP=IPFV=live-ANT	there	in=valley	of=Njenhu	DEM.SG=man	here	3SG.POSS=name	be.ANT	Zé	Manel	3SG=be.ANT	[...]","There was a rich owner, who lived in Njenhu valley. This man was called Zé Manel, he was [...]."
3974,31-65,31,"N	ta	po	ke	simenti	na	txon,	prontu.","I	ASP	put	the	seed	in	ground	ready","I put the seeds in the ground, that's it."
3975,32-39,32,"O	amdjer,	N	ta	k	fóm,	dá-m	kel	almós!","VOC	woman	1SG	COP	COM	hunger	give-1SG	ART.DEF/DEM	lunch","O wife! I'm hungry, give me the lunch!"
3976,33-56,33,"Un	omi	tciga.	E	omi	tcomadu	Djon.","a	man	arrive	DEF	man	called	Djon","A man arrived. The man is called Djon."
3977,33-57,33,"e	omi","DEM	man","this man"
3978,34-43,34,"N	ø	kumprá	karu	nobu.	Si	spiju	ø	klaru	boŋ.","1SG.SBJ	PFV	buy	car	new	POSS.3SG	mirror	PFV	clear	well","I have bought a new car. The mirrors are perfectly clean."
3979,35-64,35,"Nen	mosu	se	b'=êlê.","3PL.DEF	boy	DEM	see=3SG","The boys in question saw him."
3980,36-39,36,"N	tambu	kanua	[...].","1SG	take	canoe	[...]","I took the canoe [...]."
3981,38-49,38,"galafa	kitsyi	vedyi-sai","bottle	small	green-DEM","the/this small green bottle"
3982,41-55,41,"poɖiyaas	tudu	aka-ntu	mee	jaa-nasa,	aka	kaaza-ntu","children	all	that-LOC	FOC	PST-be.born	that	house-LOC","The children were all born there, in that house."
3983,41-56,41,"alaa	menaa	bibeer=ley	tiɲa.	jaa-paraa	tudu	akii	mee.	isti	poɖiyaas	jaa-nasa	tudu	akii	mee","there	of.course	livelihood=like	PST.be	PST-live	all	here	FOC	this	children	PST-be.born	all	here	FOC","We had work there, of course, [but] where we were all living was right here. Where the(se) children were all born was right here."
3984,41-57,41,"isti	hɔlɛndar-s	ta-vii	ɔɔras-untu	taam,	uŋ	gɔɔta	portugees	jeentis-pa	uŋ	gɔɔta	travaay	jaa-daa","this	Hollander-PL	PRS-come	when-LOC	also	one	little	Portuguese	people-DAT	one	little	difficulty	PST-give","When the Hollanders came also, they gave a bit of trouble to the Portuguese."
3985,42-47,42,"aké	prau	pezadu","that	boat	heavy","The boat is heavy."
3986,42-48,42,"isti	prau	tem	buraku","this	boat	have	hole","This boat has a hole in it."
3987,42-49,42,"fémi	já	kazá	ku	kristang","girl	PRF	marry	ACC	Kristang","The girl (= the speaker’s daughter) married a Kristang."
3988,44-56,44,"Kel	péhro	a-murdé	kung	kel	muhér.","DET	dog	PFV-bite	OBJ	DET	woman","The dog bit the woman."
3989,44-57,44,"Mútʃo	péhru,	kel	el	kompanyéru	de	mi	na	kasa.","many	dog	DEM	DEF	companion	of	1SG.POSS	LOC	house","Many dogs, they are my companions at home."
3990,44-58,44,"A	mirá	rin	mánang	Lóling	kon	kel	ómbri.","PFV	see	also	sister	Loling	OBJ	DEF	man","Loling too saw that man."
3991,45-47,45,"Dale	tu	conmigo	ese	libro.","give	2SG	OBJ.1SG	that	book.","Give me that book."
3992,45-48,45,"Di	anda	niso	na	aplaya	este	semana.","CTPL	go	1PL	LOC	beach	this	week","We are going to the beach this week."
3993,45-49,45,"El	doctor	el	hombre.","DEF	doctor	DEF	man","The man is the doctor."
3994,46-63,46,"el	ómbre","the	man","the man"
3995,49-76,49,"W	ap	di	nouvel	la	fè	m	sézi.","2SG	INACC	say	news	DEF	make	1SG	shocked","You will say: The news shocked me."
3996,49-77,49,"kreyon	wouj	la","pencil	red	DEF","the red pencil"
3997,49-78,49,"Kazal	la","Cazale	DEF","(the city of) Cazale"
3998,49-79,49,"gran	manchèt	plat	la	yo","big	machete	straight	DEF	PL","the big straight machetes"
3999,50-48,50,"Kaz-la	gran.","house-DEF	big","The house is big."
4000,50-49,50,"Kaz-lasa	gran.","house-DEM	big","This/that house is big."
4001,51-47,51,"Kay-la	gran.","house-DEF	big","The house is big."
4002,51-48,51,"Kay-tala	gran.","house-DEM	big","This house is big."
4003,52-33,52,"liv	Cyril	a","book	Cyril	DEF","Cyril's book"
4004,53-97,53,"Li	monde	pou	ki	l	kouto.","3SG	ask	for	whom	ART.DEF.SG	knife","He asked whose knife it was."
4005,53-98,53,"Ti	négresse-là	pa	grouyé.","little	black.girl-ART.DEF.SG	NEG	move","The little black girl didn't move."
4006,53-99,53,"La	fiy	vini	reste	avek	mwa	isi.","ART.DEF.SG	girl	come	stay	with	1SG	here","The girl came to stay here with me."
4007,53-100,53,"Mo	mai	ape	diminwi.	Sa-k	ape	manje	mai-la?","1SG.POSS	corn	PROG	diminish	who	PROG	eat	corn-ART.DEF.SG","My corn is disappearing. Who's eating the corn?"
4008,53-101,53,"Laba	kote	l	stor-la	ina	en	<gas	station>.","over.there	next.to	ART.DEF.SG	store-ART.DEF.SG	there.is	ART.INDF	gas	station","Over there next to the store there is a gas station."
4009,54-62,54,"Aster	lë	boug	i	di	ali,	i	di:	[...].","now	DEF	man	FIN	say	OBL.3SG	FIN	say	[...]","Now the man says to him, he says: [...]."
4010,54-63,54,"boug	la","man	DEM","this/that man"
4011,54-64,54,"sa	syen	la","DEM	dog	DEM","this/that dog"
4012,54-65,54,"së	boug	la","DEM	man	DEM","this/that man"
4013,55-51,55,"Silvi	fek	aste	en	rob	nef;	mo	truv	kuler	la	byeṅ	zoli","Silvie	just	buy	INDF.ART	dress	new	1SG	find	colour	DEF	very	nice","Silvie has just bought a new dress. I think the colour is very attractive."
4014,56-67,56,"Mon	apel	sa	madanm.","1SG	call	DEM	woman","I call this woman. OR: I call the woman."
4015,56-68,56,"Mon	pou	donn	sa	rob	Mari-Frans.","1SG	FUT	give	DEM	dress	Mari-Frans","I will give this dress to Mari-Frans."
4016,57-35,57,"ma	wa	a	loto","1SG	see	INDF	car","I see a car."
4017,58-38,58,"muntu	yayi,	ba-ntu	yayi","person	this	persons	this","this/the person these/the persons"
4018,58-39,58,"mu-nti	yina,	ba-ntu	yina","person	that	persons	that","that/the person,        those/the persons"
4019,59-95,59,"tongana	a-ngarage	ni	a-baa	nyama	na	ti	ti	a-zo	so,	na	ala	tene,	mu	na	mbi	nyama	ni","when	PL-ngarage	DEF	PM-see	animal	in	hand	of	PL-person	this	and	3PL	say	give	to	1SG	animal	the","When the Ngarage see an animal in someone's hands, they say, ""Give the animal to me."""
4020,59-96,59,"mbeni	melenge	ti	wali	ni,	a-koli	a-gwe	na	peko	ti	lo,	lo	ken’","certain	child	of	female	DET	PL-male	PM-go	PREP	back	of	3SG	3SG	reject","This girl, men courted her, but she rejected them."
